order_id,user_id,rest_id,order_time,weekday,weekend_flag
4312,159.0,12,2024-01-25 09:00:00,3,0
4313,285.0,35,2024-01-26 01:00:00,4,0
4314,2849.0,3,2024-02-16 06:00:00,4,0
4315,2091.0,58,2024-01-17 02:00:00,2,0
4316,220.0,94,2024-03-30 05:00:00,5,1
4317,1616.0,95,2024-04-22 16:00:00,0,0
4318,395.0,74,2024-01-24 03:00:00,2,0
4319,2053.0,10,2024-06-22 23:00:00,5,1
4320,360.0,22,2024-04-04 13:00:00,3,0
4321,915.0,16,2024-03-31 08:00:00,6,1
4322,1448.0,22,2024-06-16 19:00:00,6,1
4323,1116.0,5,2024-01-30 21:00:00,1,0
4324,2530.0,68,2024-05-27 04:00:00,0,0
4325,44.0,7,2024-06-11 17:00:00,1,0
4326,1738.0,9,2024-01-23 19:00:00,1,0
4327,1022.0,91,2024-01-28 04:00:00,6,1
4328,1350.0,29,2024-03-26 05:00:00,1,0
4329,146.0,38,2024-05-18 10:00:00,5,1
4330,1424.0,69,2024-02-29 19:00:00,3,0
4331,1110.0,24,2024-01-24 21:00:00,2,0
4332,1277.0,80,2024-02-14 11:00:00,2,0
4333,2065.0,26,2024-02-22 17:00:00,3,0
4334,98.0,62,2024-04-13 06:00:00,5,1
4335,206.0,44,2024-06-25 10:00:00,1,0
4336,636.0,113,2024-05-31 18:00:00,4,0
4337,1150.0,19,2024-01-03 23:00:00,2,0
4338,2512.0,56,2024-06-08 10:00:00,5,1
4339,1454.0,9,2024-05-11 11:00:00,5,1
4340,1185.0,97,2024-06-09 07:00:00,6,1
4341,1198.0,99,2024-05-24 02:00:00,4,0
4342,240.0,1,2024-01-04 08:00:00,3,0
4343,1270.0,97,2024-03-14 00:00:00,3,0
4344,1457.0,41,2024-04-12 17:00:00,4,0
4345,2086.0,10,2024-06-27 09:00:00,3,0
4346,901.0,58,2024-04-13 10:00:00,5,1
4347,2182.0,41,2024-04-07 02:00:00,6,1
4348,1410.0,37,2024-02-05 22:00:00,0,0
4349,939.0,3,2024-04-01 14:00:00,0,0
4350,376.0,15,2024-06-06 04:00:00,3,0
4351,2252.0,62,2024-03-23 12:00:00,5,1
4352,307.0,60,2024-02-13 22:00:00,1,0
4353,334.0,91,2024-06-14 13:00:00,4,0
4354,2709.0,32,2024-01-05 15:00:00,4,0
4355,1518.0,93,2024-02-17 02:00:00,5,1
4356,2397.0,35,2024-01-02 23:00:00,1,0
4357,2839.0,44,2024-02-05 12:00:00,0,0
4358,1588.0,100,2024-06-15 03:00:00,5,1
4359,824.0,98,2024-02-09 17:00:00,4,0
4360,1393.0,12,2024-04-21 06:00:00,6,1
4361,696.0,62,2024-03-30 05:00:00,5,1
4362,2021.0,55,2024-05-28 05:00:00,1,0
4363,788.0,120,2024-05-24 02:00:00,4,0
4364,1785.0,5,2024-01-30 09:00:00,1,0
4365,621.0,23,2024-01-29 13:00:00,0,0
4366,1075.0,13,2024-06-02 17:00:00,6,1
4367,1812.0,12,2024-05-11 13:00:00,5,1
4368,681.0,73,2024-05-23 19:00:00,3,0
4369,425.0,22,2024-05-01 14:00:00,2,0
4370,1559.0,103,2024-05-28 21:00:00,1,0
4371,2046.0,101,2024-04-21 15:00:00,6,1
4372,141.0,38,2024-04-15 17:00:00,0,0
4373,31.0,67,2024-04-05 20:00:00,4,0
4374,340.0,8,2024-01-08 14:00:00,0,0
4375,1657.0,113,2024-06-21 06:00:00,4,0
4376,775.0,50,2024-02-08 17:00:00,3,0
4377,2636.0,104,2024-06-21 23:00:00,4,0
4378,57.0,91,2024-01-19 12:00:00,4,0
4379,2210.0,88,2024-06-16 15:00:00,6,1
4380,789.0,59,2024-02-04 18:00:00,6,1
4381,728.0,119,2024-01-30 02:00:00,1,0
4382,526.0,43,2024-06-09 14:00:00,6,1
4383,619.0,64,2024-01-14 10:00:00,6,1
4384,2257.0,40,2024-06-18 18:00:00,1,0
4385,2368.0,25,2024-04-25 02:00:00,3,0
4386,1999.0,115,2024-02-28 10:00:00,2,0
4387,485.0,12,2024-01-14 00:00:00,6,1
4388,1444.0,76,2024-03-14 18:00:00,3,0
4389,672.0,82,2024-03-23 03:00:00,5,1
4390,2007.0,38,2024-05-17 00:00:00,4,0
4391,2368.0,52,2024-03-20 09:00:00,2,0
4392,2996.0,108,2024-06-19 10:00:00,2,0
4393,346.0,30,2024-03-18 23:00:00,0,0
4394,344.0,7,2024-01-26 14:00:00,4,0
4395,1094.0,108,2024-04-30 11:00:00,1,0
4396,2648.0,8,2024-01-16 22:00:00,1,0
4397,2212.0,79,2024-04-24 16:00:00,2,0
4398,2049.0,33,2024-03-25 05:00:00,0,0
4399,1135.0,84,2024-06-19 07:00:00,2,0
4400,1688.0,37,2024-05-02 18:00:00,3,0
4401,1755.0,7,2024-06-25 07:00:00,1,0
4402,1722.0,43,2024-02-28 23:00:00,2,0
4403,147.0,30,2024-05-21 18:00:00,1,0
4404,1397.0,96,2024-06-03 23:00:00,0,0
4405,2500.0,60,2024-03-28 10:00:00,3,0
4406,2.0,26,2024-04-02 10:00:00,1,0
4407,2493.0,67,2024-03-07 23:00:00,3,0
4408,623.0,7,2024-03-15 18:00:00,4,0
4409,610.0,90,2024-03-14 23:00:00,3,0
4410,1467.0,120,2024-04-06 13:00:00,5,1
4411,2569.0,104,2024-05-15 15:00:00,2,0
4412,122.0,84,2024-02-29 22:00:00,3,0
4413,1143.0,65,2024-02-28 00:00:00,2,0
4414,2138.0,60,2024-04-24 13:00:00,2,0
4415,2689.0,78,2024-06-19 04:00:00,2,0
4416,161.0,74,2024-02-02 17:00:00,4,0
4417,959.0,77,2024-05-09 20:00:00,3,0
4418,617.0,79,2024-03-08 08:00:00,4,0
4419,27.0,113,2024-03-30 11:00:00,5,1
4420,2622.0,10,2024-02-07 14:00:00,2,0
4421,1202.0,26,2024-02-02 18:00:00,4,0
4422,2963.0,93,2024-06-19 14:00:00,2,0
4423,1233.0,106,2024-03-20 18:00:00,2,0
4424,12.0,87,2024-01-10 11:00:00,2,0
4425,1745.0,5,2024-05-05 19:00:00,6,1
4426,890.0,69,2024-05-03 06:00:00,4,0
4427,1007.0,2,2024-02-04 04:00:00,6,1
4428,126.0,21,2024-03-17 21:00:00,6,1
4429,150.0,77,2024-03-16 09:00:00,5,1
4430,1236.0,26,2024-01-01 07:00:00,0,0
4431,1949.0,32,2024-06-04 08:00:00,1,0
4432,2671.0,15,2024-03-29 09:00:00,4,0
4433,310.0,6,2024-06-21 20:00:00,4,0
4434,621.0,92,2024-01-29 22:00:00,0,0
4435,1739.0,118,2024-03-01 15:00:00,4,0
4436,463.0,64,2024-06-17 11:00:00,0,0
4437,56.0,85,2024-06-17 01:00:00,0,0
4438,2063.0,46,2024-05-13 22:00:00,0,0
4439,1037.0,39,2024-03-11 03:00:00,0,0
4440,1628.0,5,2024-02-01 14:00:00,3,0
4441,2807.0,80,2024-01-09 14:00:00,1,0
4442,2646.0,58,2024-02-22 21:00:00,3,0
4443,38.0,80,2024-02-21 17:00:00,2,0
4444,2120.0,40,2024-03-07 03:00:00,3,0
4445,1951.0,68,2024-02-25 11:00:00,6,1
4446,1655.0,33,2024-06-04 03:00:00,1,0
4447,336.0,24,2024-05-13 22:00:00,0,0
4448,2859.0,61,2024-06-24 13:00:00,0,0
4449,1400.0,20,2024-05-23 06:00:00,3,0
4450,2355.0,22,2024-01-09 07:00:00,1,0
4451,2055.0,115,2024-05-27 23:00:00,0,0
4452,2773.0,35,2024-03-13 06:00:00,2,0
4453,1475.0,101,2024-06-04 11:00:00,1,0
4454,1696.0,20,2024-04-06 08:00:00,5,1
4455,2003.0,70,2024-03-12 18:00:00,1,0
4456,695.0,14,2024-03-21 20:00:00,3,0
4457,571.0,109,2024-03-13 09:00:00,2,0
4458,1986.0,74,2024-05-19 17:00:00,6,1
4459,2279.0,83,2024-01-30 03:00:00,1,0
4460,2184.0,63,2024-02-18 18:00:00,6,1
4461,2726.0,103,2024-02-23 05:00:00,4,0
4462,412.0,81,2024-02-19 02:00:00,0,0
4463,1437.0,59,2024-04-10 23:00:00,2,0
4464,252.0,77,2024-02-24 13:00:00,5,1
4465,451.0,58,2024-04-20 14:00:00,5,1
4466,1383.0,103,2024-02-07 17:00:00,2,0
4467,1636.0,59,2024-02-05 00:00:00,0,0
4468,73.0,116,2024-05-24 19:00:00,4,0
4469,311.0,67,2024-06-15 02:00:00,5,1
4470,1421.0,27,2024-02-09 23:00:00,4,0
4471,911.0,13,2024-03-28 18:00:00,3,0
4472,1899.0,53,2024-01-27 22:00:00,5,1
4473,1681.0,77,2024-02-05 18:00:00,0,0
4474,1960.0,4,2024-06-21 21:00:00,4,0
4475,2004.0,9,2024-01-05 08:00:00,4,0
4476,667.0,16,2024-02-27 08:00:00,1,0
4477,2576.0,94,2024-01-27 13:00:00,5,1
4478,821.0,25,2024-06-10 20:00:00,0,0
4479,243.0,32,2024-04-11 18:00:00,3,0
4480,1610.0,13,2024-05-26 23:00:00,6,1
4481,2348.0,60,2024-05-17 08:00:00,4,0
4482,2623.0,115,2024-04-17 14:00:00,2,0
4483,1698.0,36,2024-02-13 20:00:00,1,0
4484,1991.0,15,2024-05-29 08:00:00,2,0
4485,552.0,82,2024-03-30 16:00:00,5,1
4486,335.0,119,2024-02-13 06:00:00,1,0
4487,1227.0,109,2024-01-24 22:00:00,2,0
4488,2324.0,109,2024-05-23 04:00:00,3,0
4489,922.0,95,2024-06-09 06:00:00,6,1
4490,1890.0,37,2024-02-19 00:00:00,0,0
4491,1654.0,51,2024-03-01 00:00:00,4,0
4492,2295.0,105,2024-04-25 15:00:00,3,0
4493,1872.0,120,2024-03-06 19:00:00,2,0
4494,310.0,94,2024-04-01 15:00:00,0,0
4495,451.0,110,2024-05-09 13:00:00,3,0
4496,2819.0,101,2024-03-14 12:00:00,3,0
4497,1065.0,26,2024-05-22 08:00:00,2,0
4498,1559.0,28,2024-02-20 14:00:00,1,0
4499,1242.0,26,2024-05-12 14:00:00,6,1
4500,2333.0,19,2024-03-11 20:00:00,0,0
4501,1970.0,15,2024-05-22 02:00:00,2,0
4502,431.0,115,2024-02-01 21:00:00,3,0
4503,683.0,22,2024-05-11 02:00:00,5,1
4504,2832.0,116,2024-02-16 19:00:00,4,0
4505,1026.0,23,2024-06-28 21:00:00,4,0
4506,2573.0,28,2024-06-12 23:00:00,2,0
4507,300.0,119,2024-06-19 11:00:00,2,0
4508,2213.0,29,2024-02-02 07:00:00,4,0
4509,2212.0,100,2024-01-02 02:00:00,1,0
4510,2068.0,73,2024-01-13 06:00:00,5,1
4511,499.0,85,2024-01-15 07:00:00,0,0
4512,2929.0,51,2024-02-15 18:00:00,3,0
4513,553.0,117,2024-06-07 17:00:00,4,0
4514,2547.0,9,2024-05-22 17:00:00,2,0
4515,2615.0,89,2024-04-01 10:00:00,0,0
4516,1834.0,104,2024-03-31 22:00:00,6,1
4517,77.0,41,2024-02-24 05:00:00,5,1
4518,1577.0,49,2024-03-28 08:00:00,3,0
4519,2398.0,70,2024-06-14 19:00:00,4,0
4520,1178.0,81,2024-03-13 07:00:00,2,0
4521,1895.0,66,2024-03-17 01:00:00,6,1
4522,2419.0,105,2024-02-10 17:00:00,5,1
4523,587.0,40,2024-02-17 05:00:00,5,1
4524,1752.0,26,2024-04-05 05:00:00,4,0
4525,666.0,117,2024-02-21 19:00:00,2,0
4526,2964.0,120,2024-05-03 02:00:00,4,0
4527,1118.0,115,2024-05-06 07:00:00,0,0
4528,2934.0,24,2024-01-10 11:00:00,2,0
4529,1244.0,109,2024-01-16 23:00:00,1,0
4530,2621.0,39,2024-02-28 19:00:00,2,0
4531,1809.0,74,2024-03-11 07:00:00,0,0
4532,2037.0,89,2024-02-21 16:00:00,2,0
4533,1331.0,103,2024-03-17 06:00:00,6,1
4534,260.0,71,2024-04-20 02:00:00,5,1
4535,1097.0,12,2024-01-25 20:00:00,3,0
4536,507.0,50,2024-04-30 10:00:00,1,0
4537,2912.0,27,2024-02-06 08:00:00,1,0
4538,2816.0,98,2024-05-25 22:00:00,5,1
4539,436.0,89,2024-03-09 07:00:00,5,1
4540,1776.0,71,2024-05-12 06:00:00,6,1
4541,200.0,43,2024-05-22 11:00:00,2,0
4542,245.0,11,2024-05-18 05:00:00,5,1
4543,2568.0,111,2024-04-21 18:00:00,6,1
4544,1835.0,93,2024-06-02 23:00:00,6,1
4545,790.0,28,2024-03-27 17:00:00,2,0
4546,1903.0,31,2024-03-26 01:00:00,1,0
4547,2807.0,86,2024-05-18 09:00:00,5,1
4548,514.0,89,2024-04-21 08:00:00,6,1
4549,1345.0,62,2024-06-22 10:00:00,5,1
4550,2377.0,14,2024-04-30 12:00:00,1,0
4551,2543.0,56,2024-02-17 12:00:00,5,1
4552,1147.0,76,2024-02-02 22:00:00,4,0
4553,2696.0,37,2024-06-20 12:00:00,3,0
4554,2558.0,55,2024-05-22 00:00:00,2,0
4555,872.0,10,2024-05-18 20:00:00,5,1
4556,2865.0,97,2024-01-16 12:00:00,1,0
4557,1022.0,82,2024-04-19 22:00:00,4,0
4558,1848.0,3,2024-03-22 17:00:00,4,0
4559,1113.0,19,2024-06-13 12:00:00,3,0
4560,2982.0,97,2024-03-21 19:00:00,3,0
4561,436.0,1,2024-05-07 01:00:00,1,0
4562,2731.0,6,2024-04-12 19:00:00,4,0
4563,380.0,106,2024-04-27 12:00:00,5,1
4564,552.0,48,2024-05-05 23:00:00,6,1
4565,200.0,74,2024-02-01 08:00:00,3,0
4566,2065.0,83,2024-02-13 08:00:00,1,0
4567,518.0,21,2024-04-07 23:00:00,6,1
4568,2587.0,57,2024-05-23 14:00:00,3,0
4569,2976.0,87,2024-04-07 14:00:00,6,1
4570,2945.0,56,2024-05-13 03:00:00,0,0
4571,211.0,45,2024-01-02 17:00:00,1,0
4572,2894.0,72,2024-06-19 10:00:00,2,0
4573,1753.0,58,2024-05-07 07:00:00,1,0
4574,2440.0,102,2024-03-14 08:00:00,3,0
4575,109.0,6,2024-05-09 15:00:00,3,0
4576,1804.0,31,2024-04-15 17:00:00,0,0
4577,293.0,56,2024-04-01 01:00:00,0,0
4578,1064.0,111,2024-03-06 18:00:00,2,0
4579,169.0,35,2024-04-18 07:00:00,3,0
4580,445.0,12,2024-02-26 14:00:00,0,0
4581,953.0,19,2024-01-11 21:00:00,3,0
4582,2121.0,7,2024-03-21 16:00:00,3,0
4583,1540.0,46,2024-03-25 15:00:00,0,0
4584,1591.0,91,2024-05-16 17:00:00,3,0
4585,1406.0,25,2024-04-28 11:00:00,6,1
4586,1312.0,101,2024-03-14 03:00:00,3,0
4587,2662.0,7,2024-03-07 08:00:00,3,0
4588,1578.0,118,2024-04-10 23:00:00,2,0
4589,1882.0,66,2024-04-17 18:00:00,2,0
4590,2750.0,4,2024-03-28 09:00:00,3,0
4591,2568.0,99,2024-05-03 11:00:00,4,0
4592,2794.0,22,2024-05-07 15:00:00,1,0
4593,1235.0,107,2024-03-23 17:00:00,5,1
4594,1431.0,13,2024-05-10 18:00:00,4,0
4595,1789.0,14,2024-04-13 23:00:00,5,1
4596,1868.0,67,2024-03-31 05:00:00,6,1
4597,229.0,80,2024-01-29 01:00:00,0,0
4598,20.0,49,2024-03-15 12:00:00,4,0
4599,1067.0,92,2024-03-02 03:00:00,5,1
4600,2738.0,82,2024-04-07 17:00:00,6,1
4601,877.0,90,2024-01-15 16:00:00,0,0
4602,80.0,31,2024-04-18 18:00:00,3,0
4603,1975.0,36,2024-05-23 00:00:00,3,0
4604,2899.0,108,2024-05-27 14:00:00,0,0
4605,374.0,93,2024-04-13 19:00:00,5,1
4606,234.0,113,2024-03-22 20:00:00,4,0
4607,1195.0,15,2024-05-02 20:00:00,3,0
4608,411.0,26,2024-06-19 11:00:00,2,0
4609,1181.0,84,2024-05-10 15:00:00,4,0
4610,1866.0,102,2024-04-01 00:00:00,0,0
4611,1385.0,49,2024-02-15 16:00:00,3,0
4612,1463.0,34,2024-03-16 10:00:00,5,1
4613,1007.0,102,2024-04-25 15:00:00,3,0
4614,1293.0,33,2024-04-17 16:00:00,2,0
4615,979.0,39,2024-03-09 14:00:00,5,1
4616,1822.0,89,2024-04-11 05:00:00,3,0
4617,195.0,65,2024-01-19 11:00:00,4,0
4618,2191.0,62,2024-02-29 05:00:00,3,0
4619,2638.0,71,2024-05-10 05:00:00,4,0
4620,1188.0,56,2024-03-17 18:00:00,6,1
4621,770.0,79,2024-05-30 10:00:00,3,0
4622,2785.0,17,2024-01-29 02:00:00,0,0
4623,1019.0,53,2024-05-05 15:00:00,6,1
4624,1420.0,34,2024-05-04 03:00:00,5,1
4625,830.0,111,2024-02-06 12:00:00,1,0
4626,128.0,56,2024-02-02 18:00:00,4,0
4627,1948.0,108,2024-05-22 08:00:00,2,0
4628,2404.0,90,2024-06-06 12:00:00,3,0
4629,682.0,74,2024-06-25 19:00:00,1,0
4630,1631.0,38,2024-01-20 07:00:00,5,1
4631,1557.0,102,2024-01-23 04:00:00,1,0
4632,1963.0,112,2024-06-10 21:00:00,0,0
4633,64.0,47,2024-06-24 12:00:00,0,0
4634,2835.0,100,2024-06-01 20:00:00,5,1
4635,2276.0,54,2024-05-13 20:00:00,0,0
4636,1520.0,109,2024-01-21 22:00:00,6,1
4637,2713.0,17,2024-03-27 14:00:00,2,0
4638,2153.0,47,2024-03-08 23:00:00,4,0
4639,293.0,22,2024-02-24 22:00:00,5,1
4640,1351.0,113,2024-02-01 12:00:00,3,0
4641,788.0,95,2024-04-16 13:00:00,1,0
4642,1855.0,65,2024-06-25 19:00:00,1,0
4643,2886.0,41,2024-06-15 06:00:00,5,1
4644,887.0,71,2024-01-26 10:00:00,4,0
4645,1273.0,81,2024-01-28 14:00:00,6,1
4646,1106.0,69,2024-02-05 12:00:00,0,0
4647,105.0,113,2024-04-03 01:00:00,2,0
4648,2503.0,39,2024-02-07 03:00:00,2,0
4649,269.0,26,2024-01-17 00:00:00,2,0
4650,623.0,69,2024-04-10 09:00:00,2,0
4651,1699.0,28,2024-05-20 16:00:00,0,0
4652,1876.0,21,2024-03-29 05:00:00,4,0
4653,2835.0,114,2024-02-27 02:00:00,1,0
4654,1297.0,105,2024-02-01 20:00:00,3,0
4655,2955.0,17,2024-03-05 12:00:00,1,0
4656,686.0,68,2024-02-25 05:00:00,6,1
4657,2021.0,73,2024-03-29 02:00:00,4,0
4658,324.0,90,2024-03-26 23:00:00,1,0
4659,1625.0,52,2024-02-22 23:00:00,3,0
4660,517.0,16,2024-04-19 18:00:00,4,0
4661,2391.0,74,2024-05-18 17:00:00,5,1
4662,1007.0,96,2024-06-02 21:00:00,6,1
4663,592.0,19,2024-01-10 20:00:00,2,0
4664,2307.0,88,2024-05-17 05:00:00,4,0
4665,2470.0,17,2024-02-25 22:00:00,6,1
4666,580.0,107,2024-05-21 18:00:00,1,0
4667,2707.0,25,2024-04-28 12:00:00,6,1
4668,1290.0,35,2024-04-15 21:00:00,0,0
4669,711.0,63,2024-03-13 18:00:00,2,0
4670,1171.0,71,2024-04-15 06:00:00,0,0
4671,1576.0,63,2024-03-04 00:00:00,0,0
4672,1519.0,34,2024-04-23 11:00:00,1,0
4673,1319.0,97,2024-06-25 16:00:00,1,0
4674,1655.0,52,2024-01-05 20:00:00,4,0
4675,275.0,69,2024-05-17 16:00:00,4,0
4676,377.0,3,2024-01-12 11:00:00,4,0
4677,1065.0,10,2024-06-08 13:00:00,5,1
4678,1359.0,16,2024-01-15 01:00:00,0,0
4679,2992.0,68,2024-02-07 13:00:00,2,0
4680,2670.0,11,2024-05-17 07:00:00,4,0
4681,2677.0,79,2024-02-15 04:00:00,3,0
4682,162.0,78,2024-02-25 20:00:00,6,1
4683,2235.0,114,2024-06-06 11:00:00,3,0
4684,1454.0,44,2024-05-13 20:00:00,0,0
4685,704.0,81,2024-03-23 18:00:00,5,1
4686,1128.0,72,2024-04-08 11:00:00,0,0
4687,500.0,84,2024-02-03 05:00:00,5,1
4688,1597.0,89,2024-04-19 15:00:00,4,0
4689,1687.0,45,2024-06-21 13:00:00,4,0
4690,1492.0,72,2024-06-15 10:00:00,5,1
4691,301.0,111,2024-01-19 23:00:00,4,0
4692,2462.0,32,2024-05-16 06:00:00,3,0
4693,2386.0,18,2024-01-19 19:00:00,4,0
4694,87.0,19,2024-05-29 02:00:00,2,0
4695,1855.0,4,2024-03-18 02:00:00,0,0
4696,2941.0,6,2024-05-06 03:00:00,0,0
4697,162.0,103,2024-01-04 05:00:00,3,0
4698,2479.0,54,2024-05-22 17:00:00,2,0
4699,1631.0,54,2024-04-20 19:00:00,5,1
4700,1193.0,77,2024-03-28 21:00:00,3,0
4701,1763.0,116,2024-03-27 19:00:00,2,0
4702,2134.0,107,2024-03-05 22:00:00,1,0
4703,141.0,42,2024-03-19 23:00:00,1,0
4704,2553.0,85,2024-05-20 00:00:00,0,0
4705,1426.0,9,2024-02-07 05:00:00,2,0
4706,1461.0,21,2024-03-26 23:00:00,1,0
4707,2130.0,100,2024-01-12 17:00:00,4,0
4708,1401.0,16,2024-05-26 22:00:00,6,1
4709,1795.0,20,2024-01-06 05:00:00,5,1
4710,1858.0,118,2024-02-06 17:00:00,1,0
4711,833.0,109,2024-05-08 02:00:00,2,0
4712,1488.0,109,2024-03-28 01:00:00,3,0
4713,1119.0,80,2024-02-07 13:00:00,2,0
4714,1705.0,12,2024-05-14 07:00:00,1,0
4715,1751.0,105,2024-02-02 23:00:00,4,0
4716,1913.0,11,2024-04-09 09:00:00,1,0
4717,216.0,7,2024-02-29 03:00:00,3,0
4718,229.0,48,2024-05-01 02:00:00,2,0
4719,1649.0,73,2024-02-11 09:00:00,6,1
4720,2311.0,52,2024-03-24 21:00:00,6,1
4721,1360.0,65,2024-05-23 19:00:00,3,0
4722,1613.0,112,2024-01-05 23:00:00,4,0
4723,1153.0,78,2024-01-17 01:00:00,2,0
4724,37.0,9,2024-01-13 10:00:00,5,1
4725,814.0,25,2024-02-18 10:00:00,6,1
4726,1601.0,70,2024-06-10 10:00:00,0,0
4727,1638.0,99,2024-02-02 21:00:00,4,0
4728,1877.0,38,2024-05-05 06:00:00,6,1
4729,664.0,10,2024-06-14 10:00:00,4,0
4730,1145.0,21,2024-06-21 15:00:00,4,0
4731,266.0,120,2024-06-11 14:00:00,1,0
4732,1375.0,98,2024-04-09 23:00:00,1,0
4733,147.0,63,2024-06-13 19:00:00,3,0
4734,1741.0,17,2024-04-06 07:00:00,5,1
4735,2179.0,63,2024-06-02 04:00:00,6,1
4736,1292.0,68,2024-05-12 22:00:00,6,1
4737,2208.0,39,2024-02-11 04:00:00,6,1
4738,80.0,105,2024-01-22 13:00:00,0,0
4739,2688.0,64,2024-01-28 07:00:00,6,1
4740,1135.0,117,2024-06-18 05:00:00,1,0
4741,921.0,12,2024-04-26 08:00:00,4,0
4742,2768.0,95,2024-05-06 20:00:00,0,0
4743,18.0,64,2024-03-25 04:00:00,0,0
4744,1990.0,83,2024-02-17 13:00:00,5,1
4745,309.0,71,2024-06-23 10:00:00,6,1
4746,2543.0,107,2024-02-11 15:00:00,6,1
4747,2659.0,73,2024-06-07 06:00:00,4,0
4748,648.0,69,2024-05-21 08:00:00,1,0
4749,517.0,66,2024-01-01 17:00:00,0,0
4750,872.0,97,2024-04-12 20:00:00,4,0
4751,2696.0,31,2024-05-14 04:00:00,1,0
4752,2366.0,26,2024-06-07 10:00:00,4,0
4753,1860.0,93,2024-06-05 03:00:00,2,0
4754,1999.0,76,2024-02-05 20:00:00,0,0
4755,2553.0,81,2024-02-06 10:00:00,1,0
4756,1001.0,17,2024-02-12 19:00:00,0,0
4757,733.0,109,2024-01-06 18:00:00,5,1
4758,2933.0,68,2024-01-07 00:00:00,6,1
4759,936.0,101,2024-04-19 13:00:00,4,0
4760,778.0,55,2024-04-04 19:00:00,3,0
4761,2255.0,104,2024-02-17 20:00:00,5,1
4762,2870.0,62,2024-06-06 13:00:00,3,0
4763,593.0,80,2024-05-26 17:00:00,6,1
4764,374.0,74,2024-05-19 14:00:00,6,1
4765,2522.0,48,2024-05-26 12:00:00,6,1
4766,1637.0,109,2024-03-01 02:00:00,4,0
4767,789.0,37,2024-01-04 06:00:00,3,0
4768,1049.0,60,2024-04-20 06:00:00,5,1
4769,755.0,87,2024-05-14 07:00:00,1,0
4770,1646.0,115,2024-03-20 16:00:00,2,0
4771,302.0,18,2024-02-22 18:00:00,3,0
4772,2441.0,85,2024-06-16 08:00:00,6,1
4773,2107.0,90,2024-02-27 08:00:00,1,0
4774,2000.0,36,2024-02-05 06:00:00,0,0
4775,276.0,19,2024-06-21 19:00:00,4,0
4776,117.0,109,2024-03-08 19:00:00,4,0
4777,2427.0,26,2024-03-14 05:00:00,3,0
4778,2168.0,108,2024-05-14 06:00:00,1,0
4779,1235.0,45,2024-04-20 13:00:00,5,1
4780,2246.0,59,2024-06-23 16:00:00,6,1
4781,387.0,65,2024-06-16 22:00:00,6,1
4782,1650.0,61,2024-01-14 15:00:00,6,1
4783,1371.0,106,2024-05-18 06:00:00,5,1
4784,1244.0,81,2024-06-05 09:00:00,2,0
4785,2524.0,114,2024-02-29 17:00:00,3,0
4786,1946.0,29,2024-02-09 16:00:00,4,0
4787,2150.0,10,2024-01-18 19:00:00,3,0
4788,1752.0,93,2024-01-17 01:00:00,2,0
4789,1575.0,52,2024-03-28 18:00:00,3,0
4790,536.0,3,2024-01-25 03:00:00,3,0
4791,2737.0,18,2024-05-02 12:00:00,3,0
4792,999.0,59,2024-05-17 23:00:00,4,0
4793,872.0,105,2024-02-04 11:00:00,6,1
4794,1316.0,13,2024-02-17 05:00:00,5,1
4795,2535.0,95,2024-05-27 18:00:00,0,0
4796,2022.0,31,2024-02-20 15:00:00,1,0
4797,846.0,29,2024-02-26 16:00:00,0,0
4798,544.0,42,2024-02-14 10:00:00,2,0
4799,2997.0,82,2024-04-22 06:00:00,0,0
4800,465.0,119,2024-05-07 08:00:00,1,0
4801,979.0,50,2024-04-17 01:00:00,2,0
4802,1216.0,52,2024-06-21 18:00:00,4,0
4803,2203.0,84,2024-02-24 01:00:00,5,1
4804,1221.0,43,2024-05-31 12:00:00,4,0
4805,55.0,37,2024-04-21 07:00:00,6,1
4806,2145.0,6,2024-03-31 10:00:00,6,1
4807,1698.0,100,2024-05-27 23:00:00,0,0
4808,1824.0,34,2024-05-24 18:00:00,4,0
4809,215.0,82,2024-04-19 11:00:00,4,0
4810,2777.0,86,2024-01-02 18:00:00,1,0
4811,2569.0,116,2024-02-28 12:00:00,2,0
4812,1571.0,18,2024-04-29 03:00:00,0,0
4813,284.0,116,2024-02-18 04:00:00,6,1
4814,2193.0,25,2024-04-06 01:00:00,5,1
4815,2709.0,16,2024-01-15 21:00:00,0,0
4816,1379.0,100,2024-05-12 04:00:00,6,1
4817,2015.0,116,2024-03-08 10:00:00,4,0
4818,1773.0,79,2024-04-29 21:00:00,0,0
4819,2214.0,83,2024-02-25 17:00:00,6,1
4820,2874.0,44,2024-06-05 11:00:00,2,0
4821,280.0,18,2024-06-24 11:00:00,0,0
4822,183.0,58,2024-05-02 13:00:00,3,0
4823,244.0,31,2024-02-17 18:00:00,5,1
4824,251.0,71,2024-05-17 13:00:00,4,0
4825,2068.0,17,2024-03-28 15:00:00,3,0
4826,2401.0,113,2024-03-18 08:00:00,0,0
4827,1376.0,34,2024-01-04 16:00:00,3,0
4828,1555.0,1,2024-05-26 23:00:00,6,1
4829,274.0,50,2024-06-26 14:00:00,2,0
4830,1508.0,108,2024-06-20 14:00:00,3,0
4831,2849.0,54,2024-01-17 05:00:00,2,0
4832,2458.0,76,2024-01-14 01:00:00,6,1
4833,310.0,48,2024-03-13 07:00:00,2,0
4834,113.0,46,2024-01-29 19:00:00,0,0
4835,2166.0,75,2024-05-25 08:00:00,5,1
